순번,테이블명,테이블한글명,컬럼명,컬럼한글명,타입,크기,PK(Y),FK (Y),NOT NULL (Y),Default,비고,AS_IS,AS_IS 코드 테이블 및 컬럼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6, INSP_TAXI_MTR_FAL,미터기불합격정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7, INSP_TAXI_MTR_FAL,미터기불합격정보,REG_DT,등록일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8, INSP_TAXI_MTR_FAL,미터기불합격정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9, INSP_TAXI_MTR_FAL,미터기불합격정보,MDFCN_DT,수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,INSPST_CD,검사소코드,VARCHAR,7,Y,INSP_RCPT_MST.INSPST_CD,Y,,,PAY_VATPS.BRANCH_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,RCPT_YMD,접수일자,VARCHAR,8,Y,INSP_RCPT_MST.RCPT_YMD,Y,,,CREATED_DATE (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,RCPT_SEQ,접수순서,VARCHAR,4,Y,INSP_RCPT_MST.RCPT_SEQ,Y,,,"LPAD(ROW_NUMBER() OVER (ORDER BY CREATED_DATE ), 5, '0') AS row_num",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,VAT_RECPT_TYPE_CD,부가세영수증유형코드,VARCHAR,,,,,,,PAY_VATPS.TYPE_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,APLCNT_UNQ_NO,신청자고유번호,VARCHAR,24,,,,,"암호화
기업은 7자리 , 개인은 АА00000000 이런 형식 ? 여기는 개인이 아닌 ?",PAY_VATPS.REGISTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,APLCNT_NM,신청자명,VARCHAR,100,,,,,,PAY_VATPS.NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,VAT_RECPT_APLY_CD,부가세영수증신청코드,VARCHAR,1,,,,,GRP_ID='3XX',PAY_VATPS.BILL_TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,VAT_RECPT_UNQ_NO,부가세영수증고유번호,VARCHAR,100,,,,,,PAY_VATPS.BILL_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,SPLY_AMT,공급금액,BIGINT,,,,,,,PAY_VATPS.AMOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,VAT_AMT,부가세금액,BIGINT,,,,,,,PAY_VATPS.VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,TXPR_NO,납세자번호,VARCHAR,100,,,,,,PAY_VATPS.CUSTOMER_NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,RFND_YN,환불여부,CHAR,1,,,,default 'N',,PAY_VATPS.IS_RETURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,SRVC_APLY_ID,서비스신청ID,VARCHAR,20,,,,,,PAY_VATPS.REL_IDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,REG_DT,등록일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,INSP_VAT_DCLR_CLCLN,부가가치세신고정산,MDFCN_DT,수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,COM_ACRCY_INSP,정도검사정보,INSPST_CD,검사소코드,VARCHAR,7,Y,SYS_OFFC.OFFC_CD,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,COM_ACRCY_INSP,정도검사정보,RCPT_YMD,접수일자,VARCHAR,8,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,COM_ACRCY_INSP,정도검사정보,RCPT_SEQ,접수순서,VARCHAR,4,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,COM_ACRCY_INSP,정도검사정보,VST_YMD,방문일자,VARCHAR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,COM_ACRCY_INSP,정도검사정보,ACRCY_INSP_CD,정도검사코드,VARCHAR,1,,SYS_CD_GRP.GRP_ID,,,GRP_ID= ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,COM_ACRCY_INSP,정도검사정보,EQP_MST_ID,장비마스터ID,BIGINT,,,COM_EQP_MST.EQP_MST_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,COM_ACRCY_INSP,정도검사정보,FRST_ACRCY_INSP_YMD,최초정도검사일자,VARCHAR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,COM_ACRCY_INSP,정도검사정보,BFR_ACRCY_INSP_YMD,이전정도검사일자,VARCHAR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,COM_ACRCY_INSP,정도검사정보,AFTR_ACRCY_INSP_YMD,이후정도검사일자,VARCHAR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,COM_ACRCY_INSP,정도검사정보,ACRCY_INSP_RNSP_YMD,정도검사재검사일자,VARCHAR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,COM_ACRCY_INSP,정도검사정보,ACRCY_INSP_PASS_YN,정도검사합격여부,VARCHAR,1,,,,,null이면 검사를 않한거다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,COM_ACRCY_INSP,정도검사정보,FAL_RSN,불합격사유,VARCHAR,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,COM_ACRCY_INSP,정도검사정보,TSTR_ID,검사자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,COM_ACRCY_INSP,정도검사정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,COM_ACRCY_INSP,정도검사정보,REG_DT,등록일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,COM_ACRCY_INSP,정도검사정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,COM_ACRCY_INSP,정도검사정보,MDFCN_DT,수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,INSP_DAY_DDLN_MST,일마감마스터정보,INSPST_CD,검사소코드,VARCHAR,7,Y,INSP_RCPT_MST.INSPST_CD,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,INSP_DAY_DDLN_MST,일마감마스터정보,DDLN_YMD,마감일자,VARCHAR,8,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,INSP_DAY_DDLN_MST,일마감마스터정보,DDLN_YN,마감여부,CHAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,INSP_DAY_DDLN_MST,일마감마스터정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,INSP_DAY_DDLN_MST,일마감마스터정보,REG_DT,등록일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,INSP_DAY_DDLN_MST,일마감마스터정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,INSP_DAY_DDLN_MST,일마감마스터정보,MDFCN_DT,수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,INSP_DAY_DDLN_DTL,일마감상세정보,INSPST_CD,검사소코드,VARCHAR,7,Y,INSP_DAY_DDLN_MST.INSPST_CD,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,INSP_DAY_DDLN_DTL,일마감상세정보,DDLN_YMD,마감일자,VARCHAR,8,Y,INSP_DAY_DDLN_MST.DDLN_YMD,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,INSP_DAY_DDLN_DTL,일마감상세정보,SRVC_CD,서비스코드,VARCHAR,6,Y,INSP_SRVC.SRVC_CD ,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,INSP_DAY_DDLN_DTL,일마감상세정보,INSP_CNTOM,검사대수,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,INSP_DAY_DDLN_DTL,일마감상세정보,GRAMT,총금액,BIGINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,INSP_DAY_DDLN_DTL,일마감상세정보,VAT_AMT,부가세금액,BIGINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,INSP_DAY_DDLN_DTL,일마감상세정보,RGTR_ID,부가세금액,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,INSP_DAY_DDLN_DTL,일마감상세정보,REG_DT,등록일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,INSP_DAY_DDLN_DTL,일마감상세정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,INSP_DAY_DDLN_DTL,일마감상세정보,MDFCN_DT,수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,COM_EQP_MST,장비마스터정보,EQP_MST_ID,장비마스터ID,BIGINT,,Y,,Y,AUTO_INCREMEN,,EQU_EQUIPMENT.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,COM_EQP_MST,장비마스터정보,EQP_MDL_ID,장비모델ID,BIGINT,,,COM_EQP_MDL.EQP_MDL_ID,,,,EQU_EQUIPMENT.MODEL_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,COM_EQP_MST,장비마스터정보,INSPST_CD,검사소코드,VARCHAR,7,,SYS_OFFC.OFFC_CD,,,,EQU_EQUIPMENT.BRANCH_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,COM_EQP_MST,장비마스터정보,SRL_NO,시리얼번호,VARCHAR,50,,,,,Unique Key ?,EQU_EQUIPMENT.SERIAL_NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,COM_EQP_MST,장비마스터정보,MNFTR_YR,제조연도,VARCHAR,4,,,,,년도 4자리,EQU_EQUIPMENT.BUILD_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,COM_EQP_MST,장비마스터정보,EQP_AMT,장비금액,BIGINT,,,,,,,EQU_EQUIPMENT.COST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,COM_EQP_MST,장비마스터정보,USE_YMD,사용일자,VARCHAR,8,,,,,,EQU_EQUIPMENT.USED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,COM_EQP_MST,장비마스터정보,EQP_MNGR_ID,장비관리자ID,VARCHAR,20,,SYS_USER.USER_ID,,,장비를 관리하는 사람,EQU_EQUIPMENT.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,COM_EQP_MST,장비마스터정보,BKDN_YN,고장여부,CHAR,1,,,,default 'N',,EQU_EQUIPMENT.IS_NOT_USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,COM_EQP_MST,장비마스터정보,DEPT_TYPE_CD,부서유형코드,VARCHAR,2,,,,,,EQU_EQUIPMENT.BRANCH_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,COM_EQP_MST,장비마스터정보,MTRL_CD,자재코드,VARCHAR,20,,,,,,EQU_EQUIPMENT.FINANCE_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,COM_EQP_MST,장비마스터정보,RMRK,비고,TEXT,,,,,,,EQU_EQUIPMENT.ECOMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,COM_EQP_MST,장비마스터정보,FRST_ACRCY_INSP_YMD,최초정도검사일자,VARCHAR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,COM_EQP_MST,장비마스터정보,ACRCY_INSP_YMD,정도검사일자,VARCHAR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,COM_EQP_MST,장비마스터정보,USE_YN,사용여부,CHAR,1,,,,default 'Y',,EQU_EQUIPMENT.STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,COM_EQP_MST,장비마스터정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_EQUIPMENT.CREATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,COM_EQP_MST,장비마스터정보,REG_DT,등록일시,DATETIME,,,,,,,EQU_EQUIPMENT.CREATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,COM_EQP_MST,장비마스터정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_EQUIPMENT.UPDATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,COM_EQP_MST,장비마스터정보,MDFCN_DT,수정일시,DATETIME,,,,,,,EQU_EQUIPMENT.UPDATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,COM_EQP_CTGRY_INFO,#N/A,EQP_CTGRY_ID,장비범주ID,VARCHAR,4,Y,,Y,,"GRP_ID='316'  
상위코드 GRP_ID='315'
예) 1001,1002, 1003",EQU_CATEGORY.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,COM_EQP_CTGRY_INFO,#N/A,EQP_CTGRY_NM,장비범주명,VARCHAR,255,,,,,ID 하나는 검사장비 또 다른 아이디는 검사소에서 사용하는 물품 장비,EQU_CATEGORY.NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,COM_EQP_CTGRY_INFO,#N/A,EQP_YN,장비여부,CHAR,1,,,,default 'Y',물품장비 = 바코드프린트 등.,EQU_CATEGORY.IS_EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,COM_EQP_CTGRY_INFO,#N/A,USE_YN,사용여부,CHAR,1,,,,default 'Y',,EQU_CATEGORY.STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,COM_EQP_CTGRY_INFO,#N/A,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,"검사장비 = 제동 , 브레이그 배출가스 장비등.",EQU_CATEGORY.CREATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,COM_EQP_CTGRY_INFO,#N/A,REG_DT,등록일시,DATETIME,,,,,,,EQU_CATEGORY.CREATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,COM_EQP_CTGRY_INFO,#N/A,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,생성,EQU_CATEGORY.UPDATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,COM_EQP_CTGRY_INFO,#N/A,MDFCN_DT,수정일시,DATETIME,,,,,,,EQU_CATEGORY.UPDATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,COM_EQP_RPR,장비수리정보,EQP_MST_ID,장비마스터ID,BIGINT,,Y,COM_EQP_MST.EQP_MST_ID,Y,,,EQU_FIX.EQUIPMENT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,COM_EQP_RPR,장비수리정보,EQP_RPR_ID,장비수리ID,BIGINT,,Y,,Y,AUTO_INCREMEN,,EQU_FIX.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,COM_EQP_RPR,장비수리정보,RPR_TYPE_CD,수리유형코드,VARCHAR,2,,,,,GRP_ID= '318',EQU_FIX.FIX_TYPE_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,COM_EQP_RPR,장비수리정보,EQP_TECH_MBCMT_ID,장비기술위원ID,VARCHAR,20,,COM_EQP_TECH_MBCMT.EQP_TECH_MBCMT_ID,,,,EQU_FIX.TECH_COMMISS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,COM_EQP_RPR,장비수리정보,WHOL_RPR_CST,전체수리비용,DECIMAL,"36,2",,,,,,EQU_FIX.TOTAL_COST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,COM_EQP_RPR,장비수리정보,RPR_YMD,수리일자,VARCHAR,8,,,,,,EQU_FIX.FIX_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,COM_EQP_RPR,장비수리정보,NOTE_REASON,고장사유,TEXT,,,,,,"고장 원인, 책임자, 수리비용 금액",EQU_FIX.NOTE_REASON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,COM_EQP_RPR,장비수리정보,LAST_JGMT_YN,최종판정여부,CHAR,1,,,,default 'N',폐기 또는 수리 처리를 위한 공식 판정 상태 그리고 레포트 출력 가능,EQU_FIX.IS_AKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,COM_EQP_RPR,장비수리정보,RPR_NMTM,수리 횟수,INT,,,,,,장비수리정보.장비마스터ID로 조회 하여 +1을 한다.,EQU_FIX.FIX_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,COM_EQP_RPR,장비수리정보,RMRK1,비고1,TEXT,,,,,,장비 점검 시 또는 장비 점검 결과,EQU_FIX.NOTE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,COM_EQP_RPR,장비수리정보,RMRK2,비고2,TEXT,,,,,,작동 점검 시 또는 시운전시,EQU_FIX.NOTE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,COM_EQP_RPR,장비수리정보,RMRK3,비고3,TEXT,,,,,,분해 점검 시 ,EQU_FIX.NOTE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,COM_EQP_RPR,장비수리정보,NOTE_COMISS,위원회 의견,TEXT,,,,,,위원회 결정 또는 판정결과,EQU_FIX.NOTE_COMISS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,COM_EQP_RPR,장비수리정보,RPR_OPRTR_ID,수리작업자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_FIX.USER_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,COM_EQP_RPR,장비수리정보,LAST_JGMT_CNFDOC_NO,최종판정확인서번호,VARCHAR,10,,,,,"최종판정여부 에서 선택된 항목을 저장 할 경우 생성된다.
기술 위원회의 공식 판정서(Act) 발행 여부 레포트에 사용될 번호
생성시 예 001",EQU_FIX.AKT_NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,COM_EQP_RPR,장비수리정보,EQP_TRSM_ID,장비전송ID,VARCHAR,,Y,,,,,EQU_TRANSFER.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,COM_EQP_RPR,장비수리정보,USE_YN,사용여부,CHAR,1,,,,default 'Y',이 장비수리정보는 유효하거나 또는 실수나 임시저장일경우 N 으로,EQU_FIX.STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,COM_EQP_RPR,장비수리정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_FIX.CREATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,COM_EQP_RPR,장비수리정보,REG_DT,등록일시,DATETIME,,,,,,,EQU_FIX.CREATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,COM_EQP_RPR,장비수리정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_FIX.UPDATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COM_EQP_RPR,장비수리정보,MDFCN_DT,수정일시,DATETIME,,,,,,,EQU_FIX.UPDATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,COM_EQP_RPR_DTL,장비수리상세정보,EQP_MST_ID,장비마스터ID,BIGINT,,Y,COM_EQP_MST.EQP_MST_ID,Y,,,EQU_FIX_DETAIL.FIX_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,COM_EQP_RPR_DTL,장비수리상세정보,EQP_RPR_DTL_ID,장비수리상세ID,BIGINT,,Y,,Y,AUTO_INCREMEN,,EQU_FIX_DETAIL.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,COM_EQP_RPR_DTL,장비수리상세정보,RSRV_PRTS_ID,예비부품ID,BIGINT,,,COM_EQP_RSRV_PRIS.RSRV_PRTS_ID,,,,EQU_FIX_DETAIL.PART_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,COM_EQP_RPR_DTL,장비수리상세정보,SPMT_QTY,출고수량,INT,2,,,,,장비예비부품정보.현재재고 값을 비교 하면서 입력 가능하다,EQU_FIX_DETAIL.USE_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,COM_EQP_RPR_DTL,장비수리상세정보,SPMT_UNTPRC_AMT,출고단가금액,BIGINT,,,,,,출고수량 * 장비예비부품정보.장비금액,EQU_FIX_DETAIL.AMOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,COM_EQP_RPR_DTL,장비수리상세정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_FIX.CREATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,COM_EQP_RPR_DTL,장비수리상세정보,REG_DT,등록일시,DATETIME,,,,,,,EQU_FIX.CREATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,COM_EQP_RPR_DTL,장비수리상세정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_FIX.UPDATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,COM_EQP_RPR_DTL,장비수리상세정보,MDFCN_DT,수정일시,DATETIME,,,,,,,EQU_FIX.UPDATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,COM_EQP_MDL,장비모델정보,EQP_MDL_ID,장비모델ID,BIGINT,,Y,,Y,AUTO_INCREMEN,,EQU_MODEL.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,COM_EQP_MDL,장비모델정보,EQP_MDL_NM,장비모델명,VARCHAR,255,,,,,,EQU_MODEL.NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,COM_EQP_MDL,장비모델정보,EQP_CTGRY_CD,장비범주ID,VARCHAR,4,,COM_EQP_CTGRY_INFO.EQP_CTGRY_ID,,,"GRP_ID= '315'
GRP_ID= '316'",EQU_MODEL.CATEGORY_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,COM_EQP_MDL,장비모델정보,NTN_CD,국가코드,VARCHAR,3,,SYS_CD_GRP.GRP_ID,,,GRP_ID= '018',EQU_MODEL.COUNTRY_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,COM_EQP_MDL,장비모델정보,EQP_AMT,장비금액,BIGINT,,,,,,,EQU_MODEL.COST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,COM_EQP_MDL,장비모델정보,EQP_UNIT_CD,장비단위코드,VARCHAR,1,,SYS_CD_GRP.GRP_ID,,,GRP_ID= '317',EQU_MODEL.UNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,COM_EQP_MDL,장비모델정보,EQP_YN,장비여부,CHAR,1,,,,default 'Y',,EQU_MODEL.IS_EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,COM_EQP_MDL,장비모델정보,ACTL_EQP_LNKG_PRGRM,장비연결,VARCHAR,255,,,,,장비로 포트 연결 해서 값 받아오는 클라이언트 클래스 이름이 있다.,EQU_MODEL.CLASS_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,COM_EQP_MDL,장비모델정보,DESCRIPTION,장비모델설명,TEXT,,,,,,기존 2000자 이상이다.,EQU_MODEL.DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,COM_EQP_MDL,장비모델정보,EQP_RSLT_TRSM_YN,장비결과전송여부,CHAR,1,,,,default 'Y',클라이언트로 장비결과값을 전송 하는지 확인,EQU_MODEL.IS_SEND_PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,COM_EQP_MDL,장비모델정보,USE_YN,사용여부,CHAR,1,,,,default 'Y',,EQU_MODEL.STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,COM_EQP_MDL,장비모델정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_MODEL.CREATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,COM_EQP_MDL,장비모델정보,REG_DT,등록일시,DATETIME,,,,,,,EQU_MODEL.CREATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,COM_EQP_MDL,장비모델정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,EQU_MODEL.UPDATED_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,COM_EQP_MDL,장비모델정보,MDFCN_DT,수정일시,DATETIME,,,,,,,EQU_MODEL.UPDATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,COM_EQP_RSRV_PRIS,장비예비부품정보,RSRV_PRTS_ID,예비부품ID,BIGINT,,Y,,Y,AUTO_INCREMEN,,EQU_SPARE_PART.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,COM_EQP_RSRV_PRIS,장비예비부품정보,RSRV_PRTS_NM,예비부품명,VARCHAR2,200,,,,,,EQU_SPARE_PART.NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
